"sorszam","telnev","iskola","egyutt","neme","szulev","htfovi","neme2","szulev2","szulho2","htfovi2","neme3","szulev3","szulho3","htfovi3","neme4","szulev4","szulho4","htfovi4","neme5","szulev5","szulho5","htfovi5","neme6","szulev6","szulho6","htfovi6","csalall","dolg","agazat","htnetto","d9","d10","d11"
633,"Miskolc                  ","Főiskola / BA / BSc","Egyedül él                    ","Férfi","1955","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","255000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
634,"Miskolc                  ","Gimnáziumi érettségi","2","Nő","1979","Családfő","Nő","2005","2","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Kereskedelem, gépjárműjavítás","150000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
636,"Miskolc                  ","Szakmunkásképző; szakképzés érettségi nélkül","3","Férfi","1976","Családfő","Nő","1977","8","Házastársa","Nő","2007","11","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás","280000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
638,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","Egyedül él                    ","Nő","1965","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Oktatás","84000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
639,"Miskolc                  ","8 általános","Egyedül él                    ","Férfi","1967","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Feldolgozóipar","85000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
640,"Miskolc                  ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1969","Házastársa","Férfi","1964","12","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Építőipar","150000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
643,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1989","Családfő","Nő","1990","10","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
644,"Miskolc                  ","Egyetem / MA / MSc","2","Nő","1973","Családfő","Nő","2002","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Információ, kommunikáció","2e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
645,"Miskolc                  ","Gimnáziumi érettségi","4","Nő","1969","Házastársa","Férfi","1974","3","Családfő","Férfi","1999","10","Gyermeke","Nő","2004","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Adminisztratív és szolgáltatást támogató tevékenység",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
646,"Miskolc                  ","8 általános","3","Férfi","1957","Családfő","Nő","1972","12","Élettársa","Nő","1998","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Humán-egészségügyi, szociális ellátás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
647,"Miskolc                  ","Gimnáziumi érettségi","Egyedül él                    ","Férfi","1965","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Információ, kommunikáció",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
648,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1992","Gyermeke","Nő","1963","4","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
649,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1964","Családfő","Nő","1965","5","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
650,"Miskolc                  ","Szakmunkásképző; szakképzés érettségi nélkül","3","Nő","1974","Családfő","Nő","2000","10","Gyermeke","Férfi","2007","12","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas, de külön él","Alkalmazott","Nem tudja","160000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
651,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Nő","1985","Élettársa","Férfi","1983","7","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
652,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","Egyedül él                    ","Nő","1964","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Feldolgozóipar","140000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
653,"Miskolc                  ","Főiskola / BA / BSc","Egyedül él                    ","Nő","1970","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Oktatás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
654,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1968","Családfő","Nő","1970","5","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Feldolgozóipar",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
655,"Miskolc                  ","Főiskola / BA / BSc","2","Nő","1966","Családfő","Nő","2002","7","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Oktatás","220000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
656,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Nő","1970","Családfő","Férfi","1998","4","Gyermeke","Férfi","2001","5","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Kereskedelem, gépjárműjavítás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
657,"Miskolc                  ","Egyetem / MA / MSc","Egyedül él                    ","Férfi","1970","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Humán-egészségügyi, szociális ellátás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
658,"Miskolc                  ","Egyetem / MA / MSc","3","Nő","1970","Családfő","Férfi","1998","3","Gyermeke","Nő","2002","2","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Oktatás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
659,"Miskolc                  ","Egyetem / MA / MSc","2","Férfi","1989","Gyermeke","Nő","1965","9","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Humán-egészségügyi, szociális ellátás",NA,"lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
660,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","4","Férfi","1989","Családfő","Nő","1984","7","Házastársa","Nő","2002","3","Nem rokon","Nő","2014","10","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szállítás, raktározás","250000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
664,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Nő","1992","Házastársa","Férfi","1987","12","Családfő","Nő","2012","8","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Adminisztratív és szolgáltatást támogató tevékenység","3e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
665,"Miskolc                  ","Gimnáziumi érettségi","3","Férfi","1958","Családfő","Nő","1976","4","Házastársa","Férfi","2007","1","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás","4e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
667,"Miskolc                  ","Akkreditált felsőfokú szakképzés; felsőfokú technikum","2","Nő","1967","Gyermeke","Nő","1932","8","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Munkanélküli","Feldolgozóipar","1e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
671,"Miskolc                  ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1988","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Építőipar","120000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
673,"Miskolc                  ","Akkreditált felsőfokú szakképzés; felsőfokú technikum","Egyedül él                    ","Nő","1956","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Egyéb szolgáltatás","70400","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
688,"Miskolc                  ","Főiskola / BA / BSc","2","Nő","1961","Házastársa","Férfi","1958","11","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Oktatás","4e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
689,"Miskolc                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1986","Családfő","Nő","1987","7","Élettársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Ingatlanügyletek",NA,"családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
691,"Putnok                   ","Szakmunkásképző; szakképzés érettségi nélkül","2","Férfi","1971","Családfő","Nő","1971","5","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","70000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
694,"Putnok                   ","8 általános","12","Férfi","1992","Élettársa","Nő","1992","8","Családfő","Nő","2016","3","Gyermeke","Férfi","2014","10","Gyermeke","Nő","1980","9","Egyéb rokon","Férfi","2000","6","Egyéb rokon","Élettárssal él","Alkalmazott","Közigazgatás, védelem; kötelező társadalombiztosítás","250000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
698,"Putnok                   ","8 általános","4","Nő","1987","Gyermeke","Férfi","1960","3","Családfő","Férfi","1980","2","Gyermeke","Nő","1955","3","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Munkanélküli","Közigazgatás, védelem; kötelező társadalombiztosítás","80000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
699,"Putnok                   ","Főiskola / BA / BSc","Egyedül él                    ","Nő","1966","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Özvegy","Alkalmazott","Oktatás","170000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
704,"Putnok                   ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","5","Férfi","1977","Családfő","Nő","1975","2","Élettársa","Nő","2005","9","Gyermeke","Férfi","2007","10","Gyermeke","Férfi","2009","12","Gyermeke",NA,NA,NA,NA,"Élettárssal él","Alkalmazott","Építőipar","4e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
708,"Putnok                   ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1972","Élettársa","Nő","1979","4","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Munkanélküli","Közigazgatás, védelem; kötelező társadalombiztosítás","170000","többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
711,"Sátoraljaújhely          ","Szakmunkásképző; szakképzés érettségi nélkül","2","Nő","1970","Házastársa","Férfi","1967","8","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Oktatás","110000","többlakásos ház kerttel,","közműves ívóvízellátás","közműves szennyvízhálózat"
715,"Sátoraljaújhely          ","Szakközépiskolai érettségi; szakképzést követő érettségi","2","Férfi","1993","Gyermeke","Férfi","1957","7","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Szálláshely-szolgáltatás, vendéglátás","150000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
718,"Sátoraljaújhely          ","Érettségit követő, felsőfokra nem akkreditált szakképzés; középfokú technikum","3","Férfi","1990","Gyermeke","Férfi","1961","6","Családfő","Nő","1963","3","Házastársa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Feldolgozóipar","460000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
724,"Sátoraljaújhely          ","Szakközépiskolai érettségi; szakképzést követő érettségi","4","Férfi","1981","Családfő","Nő","1976","6","Házastársa","Nő","1998","2","Gyermeke","Férfi","2005","4","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Adminisztratív és szolgáltatást támogató tevékenység","3e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
725,"Sátoraljaújhely          ","Gimnáziumi érettségi","Egyedül él                    ","Nő","1956","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elvált","Alkalmazott","Egyéb szolgáltatás","80000","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
727,"Sátoraljaújhely          ","Szakközépiskolai érettségi; szakképzést követő érettségi","4","Nő","1971","Házastársa","Férfi","1971","6","Családfő","Férfi","1996","10","Gyermeke","Nő","2004","4","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Kereskedelem, gépjárműjavítás","2e+05","lakótelepi lakás","közműves ívóvízellátás","közműves szennyvízhálózat"
730,"Szendr?                  ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1960","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Mezőgazdaság, erdőgazdálkodás, halásza","105000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
732,"Szendr?                  ","Szakmunkásképző; szakképzés érettségi nélkül","Egyedül él                    ","Férfi","1977","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Munkanélküli","Vízellátás, szennyvíz gyűjtése, kezelése, hulladékgazdálkodás, szennyeződésmentesítés","22600","családi ház kerttel","saját ívóvíz kút","szennyvízgyűjtés a telken és szennyvíz szippantás"
733,"Szendr?                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1992","Gyermeke","Férfi","1987","11","Gyermeke","Nő","1960","2","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nőtlen, hajadon","Alkalmazott","Művészet, szórakoztatás, szabadidő","350000","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
735,"Szendr?                  ","8 általános","2","Nő","1985","Élettársa","Férfi","1995","12","Családfő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Élettárssal él","Munkanélküli","Sosem dolgozott","150000","családi ház kerttel","NV","szennyvízgyűjtés a telken és szennyvíz szippantás"
736,"Szendr?                  ","Szakközépiskolai érettségi; szakképzést követő érettségi","3","Férfi","1970","Családfő","Nő","1975","2","Házastársa","Nő","1997","6","Gyermeke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Házas és együtt élnek","Alkalmazott","Feldolgozóipar","2e+05","családi ház kerttel","közműves ívóvízellátás","közműves szennyvízhálózat"
